sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,cart2buy,browse2buy,click2buy,favor2buy,comment_num,has_bad_comment,bad_comment_rate
47,,,,,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
49,,,,,,,,,,,,,,,,4.0,1.0,0.0569
50,,,,,,1202.0,20.0,13.0,1.0,2.0,1550.0,0.05,0.000831946755408,0.000645161290323,0.5,4.0,1.0,0.0045
51,,,,,,,,,,,,,,,,4.0,1.0,0.0299
52,,,,,,1113.0,19.0,13.0,1.0,4.0,1626.0,0.0526315789474,0.000898472596586,0.000615006150062,0.25,4.0,1.0,0.0831
53,2.0,1.0,2.0,8.0,635.0,,,,,,,,,,,,,
55,3.0,1.0,1.0,8.0,489.0,,,,,,,,,,,,,
58,,,,,,60.0,2.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,,,
60,3.0,2.0,1.0,8.0,214.0,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,1.0,0.0,0.0
64,,,,,,,,,,,,,,,,4.0,1.0,0.1094
66,,,,,,,,,,,,,,,,2.0,0.0,0.0
67,,,,,,49.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,,,
68,,,,,,167.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,,,
71,,,,,,23.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,1.0,0.032
74,3.0,2.0,2.0,8.0,489.0,,,,,,,,,,,,,
81,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,,,
82,3.0,1.0,1.0,8.0,489.0,,,,,,,,,,,,,
85,,,,,,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,
87,,,,,,41.0,4.0,0.0,1.0,0.0,75.0,0.25,0.0243902439024,0.0133333333333,1.0,3.0,1.0,0.0909
90,1.0,-1.0,-1.0,8.0,885.0,,,,,,,,,,,,,
95,3.0,2.0,2.0,8.0,214.0,472.0,6.0,2.0,1.0,5.0,755.0,0.166666666667,0.0021186440678,0.00132450331126,0.2,2.0,0.0,0.0
101,,,,,,,,,,,,,,,,2.0,0.0,0.0
107,,,,,,,,,,,,,,,,1.0,0.0,0.0
109,,,,,,,,,,,,,,,,2.0,1.0,0.3333
114,,,,,,,,,,,,,,,,3.0,0.0,0.0
116,,,,,,,,,,,,,,,,4.0,1.0,0.0185
117,3.0,1.0,1.0,8.0,489.0,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,2.0,0.0,0.0
120,1.0,1.0,2.0,8.0,545.0,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,3.0,1.0,0.1333
124,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
127,,,,,,,,,,,,,,,,3.0,1.0,0.0556
129,3.0,2.0,2.0,8.0,489.0,,,,,,,,,,,,,
131,,,,,,38.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
133,2.0,1.0,2.0,8.0,635.0,,,,,,,,,,,,,
138,3.0,2.0,1.0,8.0,306.0,,,,,,,,,,,3.0,1.0,0.0526
139,,,,,,38.0,1.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,,,
142,,,,,,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,
143,,,,,,,,,,,,,,,,1.0,0.0,0.0
145,-1.0,-1.0,-1.0,8.0,200.0,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,2.0,0.0,0.0
148,,,,,,,,,,,,,,,,4.0,1.0,0.0519
149,,,,,,17.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
150,,,,,,,,,,,,,,,,3.0,1.0,0.125
152,,,,,,,,,,,,,,,,2.0,0.0,0.0
153,,,,,,,,,,,,,,,,3.0,1.0,0.1818
156,,,,,,8436.0,195.0,72.0,18.0,44.0,12423.0,0.0923076923077,0.00213371266003,0.00144892538034,0.409090909091,4.0,1.0,0.0047
162,,,,,,,,,,,,,,,,3.0,0.0,0.0
163,,,,,,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
166,,,,,,,,,,,,,,,,2.0,0.0,0.0
168,,,,,,,,,,,,,,,,3.0,0.0,0.0
169,,,,,,5547.0,131.0,76.0,3.0,35.0,8550.0,0.0229007633588,0.000540832882639,0.000350877192982,0.0857142857143,4.0,1.0,0.0646
170,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,1.0,0.0,0.0
173,,,,,,,,,,,,,,,,2.0,0.0,0.0
176,3.0,2.0,1.0,8.0,214.0,,,,,,,,,,,,,
180,3.0,2.0,2.0,8.0,306.0,,,,,,,,,,,,,
181,,,,,,40.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0571
184,,,,,,,,,,,,,,,,4.0,1.0,0.055
186,2.0,2.0,-1.0,8.0,812.0,,,,,,,,,,,,,
187,3.0,2.0,2.0,8.0,214.0,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,3.0,1.0,0.0833
190,,,,,,,,,,,,,,,,1.0,0.0,0.0
191,1.0,2.0,2.0,8.0,403.0,,,,,,,,,,,2.0,0.0,0.0
193,,,,,,,,,,,,,,,,2.0,0.0,0.0
194,,,,,,16.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0164
195,,,,,,18.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
204,,,,,,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
205,,,,,,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0309
206,2.0,1.0,1.0,8.0,812.0,263.0,10.0,5.0,0.0,2.0,459.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
208,,,,,,,,,,,,,,,,2.0,1.0,0.1111
211,,,,,,6371.0,193.0,101.0,23.0,43.0,9955.0,0.119170984456,0.00361010830325,0.00231039678553,0.53488372093,4.0,1.0,0.0302
212,,,,,,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
214,,,,,,,,,,,,,,,,1.0,0.0,0.0
218,,,,,,,,,,,,,,,,1.0,0.0,0.0
223,,,,,,29.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1429
224,,,,,,,,,,,,,,,,4.0,1.0,0.0492
226,3.0,-1.0,-1.0,8.0,214.0,,,,,,,,,,,,,
227,,,,,,40.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,,,
228,,,,,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,
230,1.0,2.0,1.0,8.0,658.0,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,3.0,1.0,0.0526
238,,,,,,,,,,,,,,,,2.0,0.0,0.0
239,2.0,1.0,2.0,8.0,101.0,,,,,,,,,,,,,
243,,,,,,38.0,1.0,0.0,0.0,1.0,58.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
244,,,,,,77.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,4.0,1.0,0.043
245,,,,,,,,,,,,,,,,4.0,1.0,0.0311
246,,,,,,,,,,,,,,,,2.0,0.0,0.0
251,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
257,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,3.0,1.0,0.0714
259,,,,,,,,,,,,,,,,3.0,0.0,0.0
260,,,,,,18.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,,,
262,,,,,,,,,,,,,,,,4.0,1.0,0.0309
264,,,,,,29.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
265,,,,,,,,,,,,,,,,4.0,0.0,0.0
268,,,,,,,,,,,,,,,,3.0,0.0,0.0
269,,,,,,,,,,,,,,,,1.0,0.0,0.0
271,,,,,,,,,,,,,,,,1.0,1.0,1.0
272,,,,,,,,,,,,,,,,2.0,0.0,0.0
275,,,,,,595.0,13.0,4.0,1.0,6.0,814.0,0.0769230769231,0.00168067226891,0.0012285012285,0.166666666667,3.0,1.0,0.0222
276,3.0,1.0,2.0,8.0,306.0,6043.0,111.0,54.0,6.0,20.0,10469.0,0.0540540540541,0.000992884328976,0.000573120641895,0.3,3.0,1.0,0.0294
279,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
281,3.0,1.0,1.0,8.0,214.0,5432.0,77.0,25.0,18.0,29.0,7611.0,0.233766233766,0.00331369661267,0.00236499802917,0.620689655172,4.0,0.0,0.0
285,3.0,2.0,1.0,8.0,214.0,443.0,8.0,6.0,1.0,2.0,721.0,0.125,0.00225733634312,0.00138696255201,0.5,2.0,1.0,0.1429
287,1.0,2.0,2.0,8.0,545.0,,,,,,,,,,,,,
288,-1.0,-1.0,1.0,8.0,70.0,,,,,,,,,,,,,
289,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,2.0,0.0,0.0
293,,,,,,,,,,,,,,,,1.0,0.0,0.0
296,,,,,,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
297,,,,,,,,,,,,,,,,4.0,0.0,0.0
299,,,,,,110.0,8.0,3.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,,,
300,,,,,,,,,,,,,,,,1.0,0.0,0.0
301,,,,,,131.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
302,,,,,,,,,,,,,,,,4.0,0.0,0.0
307,,,,,,,,,,,,,,,,2.0,1.0,0.25
309,,,,,,71.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,
312,3.0,-1.0,2.0,8.0,214.0,582.0,2.0,1.0,0.0,12.0,922.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
313,-1.0,-1.0,1.0,8.0,622.0,,,,,,,,,,,,,
315,2.0,2.0,1.0,8.0,812.0,220.0,8.0,3.0,0.0,1.0,395.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
316,,,,,,,,,,,,,,,,2.0,1.0,0.5
320,,,,,,,,,,,,,,,,1.0,0.0,0.0
321,,,,,,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,
325,1.0,-1.0,1.0,8.0,800.0,,,,,,,,,,,,,
326,1.0,1.0,1.0,8.0,545.0,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,4.0,1.0,0.0552
329,,,,,,110.0,1.0,1.0,0.0,1.0,182.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0588
331,2.0,-1.0,-1.0,8.0,623.0,,,,,,,,,,,,,
335,2.0,2.0,2.0,8.0,635.0,,,,,,,,,,,,,
336,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,2.0,0.0,0.0
340,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
342,,,,,,376.0,10.0,4.0,0.0,2.0,706.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0258
344,,,,,,,,,,,,,,,,1.0,0.0,0.0
349,3.0,1.0,1.0,8.0,489.0,,,,,,,,,,,3.0,0.0,0.0
351,,,,,,5.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,
360,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,2.0,1.0,0.3333
363,,,,,,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,,
369,3.0,1.0,1.0,8.0,214.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
372,,,,,,10.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0556
373,,,,,,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
375,,,,,,,,,,,,,,,,2.0,0.0,0.0
376,,,,,,178.0,1.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
377,,,,,,,,,,,,,,,,3.0,1.0,0.1304
378,,,,,,522.0,24.0,8.0,0.0,8.0,1191.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0677
380,,,,,,44.0,1.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0588
382,,,,,,,,,,,,,,,,1.0,0.0,0.0
383,,,,,,,,,,,,,,,,2.0,1.0,0.25
384,,,,,,891.0,15.0,12.0,0.0,4.0,1302.0,0.0,0.0,0.0,0.0,3.0,1.0,0.037
387,,,,,,,,,,,,,,,,3.0,1.0,0.0556
389,,,,,,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0909
392,,,,,,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0683
393,,,,,,17.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,,,
395,,,,,,,,,,,,,,,,2.0,0.0,0.0
396,,,,,,49.0,2.0,1.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0278
397,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,1.0,0.0,0.0
401,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
402,,,,,,328.0,8.0,1.0,0.0,3.0,479.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
403,,,,,,20.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0455
405,,,,,,,,,,,,,,,,4.0,1.0,0.0636
407,1.0,2.0,2.0,8.0,800.0,,,,,,,,,,,,,
408,2.0,1.0,2.0,8.0,674.0,,,,,,,,,,,4.0,1.0,0.0513
411,,,,,,,,,,,,,,,,2.0,0.0,0.0
413,3.0,1.0,1.0,8.0,489.0,,,,,,,,,,,,,
414,3.0,-1.0,2.0,8.0,489.0,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,3.0,1.0,0.0323
421,,,,,,150.0,3.0,2.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0385
423,,,,,,,,,,,,,,,,4.0,1.0,0.0305
424,,,,,,,,,,,,,,,,3.0,1.0,0.0714
425,,,,,,,,,,,,,,,,4.0,1.0,0.0252
428,,,,,,88.0,3.0,1.0,1.0,1.0,133.0,0.333333333333,0.0113636363636,0.00751879699248,1.0,4.0,0.0,0.0
432,,,,,,,,,,,,,,,,4.0,1.0,0.0097
436,,,,,,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
437,,,,,,677.0,20.0,11.0,1.0,4.0,984.0,0.05,0.00147710487445,0.0010162601626,0.25,3.0,1.0,0.0714
439,,,,,,,,,,,,,,,,2.0,1.0,0.1667
442,3.0,1.0,1.0,8.0,214.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0191
444,,,,,,,,,,,,,,,,3.0,1.0,0.069
448,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,4.0,1.0,0.0563
451,,,,,,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,1.0,0.027
453,3.0,1.0,1.0,8.0,214.0,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,3.0,1.0,0.0625
457,,,,,,15.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
462,1.0,-1.0,2.0,8.0,545.0,,,,,,,,,,,,,
464,-1.0,1.0,1.0,8.0,318.0,,,,,,,,,,,,,
465,,,,,,86.0,2.0,1.0,0.0,1.0,117.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1261
468,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,,,
469,1.0,1.0,2.0,8.0,800.0,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,4.0,1.0,0.009
474,3.0,2.0,1.0,8.0,214.0,,,,,,,,,,,,,
476,,,,,,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
478,,,,,,,,,,,,,,,,1.0,0.0,0.0
480,,,,,,60.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
481,3.0,2.0,-1.0,8.0,214.0,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,3.0,0.0,0.0
485,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,,,
487,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
489,,,,,,468.0,14.0,7.0,1.0,2.0,780.0,0.0714285714286,0.00213675213675,0.00128205128205,0.5,2.0,0.0,0.0
491,,,,,,,,,,,,,,,,2.0,0.0,0.0
492,,,,,,,,,,,,,,,,4.0,1.0,0.022
495,,,,,,,,,,,,,,,,1.0,0.0,0.0
496,,,,,,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
497,,,,,,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
499,3.0,1.0,2.0,8.0,214.0,3371.0,30.0,16.0,1.0,19.0,4955.0,0.0333333333333,0.000296647878968,0.000201816347124,0.0526315789474,3.0,1.0,0.0417
502,-1.0,-1.0,1.0,8.0,622.0,43.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
503,,,,,,,,,,,,,,,,2.0,0.0,0.0
504,,,,,,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
509,,,,,,,,,,,,,,,,2.0,0.0,0.0
512,,,,,,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
514,,,,,,,,,,,,,,,,3.0,0.0,0.0
515,,,,,,,,,,,,,,,,3.0,0.0,0.0
516,2.0,1.0,2.0,8.0,623.0,,,,,,,,,,,,,
518,3.0,-1.0,-1.0,8.0,214.0,,,,,,,,,,,,,
519,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
524,,,,,,21.0,0.0,0.0,5.0,0.0,29.0,1.0,0.238095238095,0.172413793103,1.0,4.0,1.0,0.0062
529,,,,,,,,,,,,,,,,3.0,1.0,0.0741
532,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
534,3.0,-1.0,2.0,8.0,489.0,,,,,,,,,,,,,
535,1.0,1.0,2.0,8.0,800.0,,,,,,,,,,,,,
537,,,,,,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2222
545,,,,,,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,,,
546,,,,,,,,,,,,,,,,1.0,0.0,0.0
548,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
549,2.0,1.0,2.0,8.0,812.0,,,,,,,,,,,,,
552,,,,,,641.0,7.0,7.0,0.0,1.0,970.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111
554,,,,,,,,,,,,,,,,2.0,1.0,0.1
555,,,,,,,,,,,,,,,,2.0,1.0,0.3333
556,,,,,,,,,,,,,,,,2.0,0.0,0.0
557,,,,,,,,,,,,,,,,3.0,0.0,0.0
559,,,,,,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0166
561,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
562,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0388
568,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
569,,,,,,,,,,,,,,,,2.0,0.0,0.0
572,,,,,,,,,,,,,,,,1.0,0.0,0.0
577,,,,,,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
579,,,,,,22.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
583,,,,,,96.0,2.0,1.0,0.0,1.0,153.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0732
586,,,,,,58.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0714
587,1.0,1.0,1.0,8.0,403.0,,,,,,,,,,,4.0,1.0,0.0274
588,1.0,1.0,2.0,8.0,800.0,,,,,,,,,,,,,
589,,,,,,48.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,,,
591,,,,,,,,,,,,,,,,3.0,1.0,0.2308
593,,,,,,33.0,0.0,1.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
597,,,,,,,,,,,,,,,,4.0,1.0,0.125
598,-1.0,-1.0,-1.0,8.0,857.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.086
600,,,,,,13.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
603,,,,,,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,
609,,,,,,25.0,1.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
610,,,,,,,,,,,,,,,,2.0,1.0,0.1667
616,,,,,,431.0,1.0,1.0,0.0,0.0,621.0,0.0,0.0,0.0,0.0,,,
619,,,,,,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,,
621,1.0,2.0,2.0,8.0,30.0,,,,,,,,,,,,,
622,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
630,,,,,,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
632,,,,,,,,,,,,,,,,3.0,1.0,0.0833
634,1.0,1.0,1.0,8.0,403.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0697
635,3.0,1.0,-1.0,8.0,306.0,,,,,,,,,,,3.0,0.0,0.0
636,,,,,,,,,,,,,,,,1.0,0.0,0.0
637,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,,,
638,1.0,1.0,2.0,8.0,403.0,107.0,2.0,4.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,3.0,1.0,0.15
642,,,,,,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
643,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,4.0,1.0,0.0256
646,,,,,,15549.0,601.0,239.0,115.0,100.0,22309.0,0.191347753744,0.00739597401762,0.00515487023175,1.0,4.0,1.0,0.0311
647,,,,,,14.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
649,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,1.0,0.0,0.0
654,,,,,,23.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
655,2.0,1.0,2.0,8.0,635.0,,,,,,,,,,,,,
657,2.0,-1.0,-1.0,8.0,124.0,,,,,,,,,,,,,
661,1.0,1.0,2.0,8.0,658.0,946.0,31.0,11.0,0.0,7.0,1719.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
663,,,,,,124.0,5.0,2.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1429
666,,,,,,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
667,3.0,2.0,-1.0,8.0,489.0,,,,,,,,,,,,,
669,,,,,,123.0,3.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1667
676,,,,,,18.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,,
677,3.0,1.0,1.0,8.0,214.0,837.0,31.0,13.0,1.0,4.0,1382.0,0.0322580645161,0.00119474313023,0.000723589001447,0.25,2.0,0.0,0.0
679,3.0,2.0,1.0,8.0,214.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.125
680,3.0,-1.0,2.0,8.0,214.0,,,,,,,,,,,,,
685,,,,,,309.0,2.0,1.0,1.0,5.0,383.0,0.5,0.00323624595469,0.00261096605744,0.2,4.0,1.0,0.0043
688,,,,,,14.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
689,1.0,1.0,-1.0,8.0,658.0,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,2.0,0.0,0.0
692,3.0,1.0,2.0,8.0,214.0,347.0,9.0,5.0,0.0,1.0,673.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111
693,3.0,1.0,1.0,8.0,306.0,,,,,,,,,,,,,
694,,,,,,55.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,,,
698,,,,,,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0452
