sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,cart2buy,browse2buy,click2buy,favor2buy,comment_num,has_bad_comment,bad_comment_rate
120,1.0,1.0,2.0,8.0,545.0,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,3.0,1.0,0.1333
124,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
127,,,,,,,,,,,,,,,,3.0,1.0,0.0556
129,3.0,2.0,2.0,8.0,489.0,,,,,,,,,,,,,
131,,,,,,17.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
133,2.0,1.0,2.0,8.0,635.0,,,,,,,,,,,,,
138,3.0,2.0,1.0,8.0,306.0,,,,,,,,,,,3.0,1.0,0.0526
139,,,,,,15.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,,,
142,,,,,,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,,
143,,,,,,,,,,,,,,,,1.0,0.0,0.0
145,-1.0,-1.0,-1.0,8.0,200.0,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,2.0,0.0,0.0
148,,,,,,,,,,,,,,,,4.0,1.0,0.0519
149,,,,,,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
150,,,,,,,,,,,,,,,,3.0,1.0,0.125
152,,,,,,,,,,,,,,,,2.0,0.0,0.0
153,,,,,,,,,,,,,,,,3.0,1.0,0.1818
156,,,,,,3992.0,195.0,72.0,18.0,40.0,10696.0,0.0923076923077,0.00450901803607,0.00168287210172,0.45,4.0,1.0,0.0047
162,,,,,,,,,,,,,,,,3.0,0.0,0.0
163,,,,,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
166,,,,,,,,,,,,,,,,2.0,0.0,0.0
168,,,,,,,,,,,,,,,,3.0,0.0,0.0
169,,,,,,2860.0,131.0,73.0,3.0,34.0,7497.0,0.0229007633588,0.00104895104895,0.000400160064026,0.0882352941176,4.0,1.0,0.0646
170,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,1.0,0.0,0.0
173,,,,,,,,,,,,,,,,2.0,0.0,0.0
176,3.0,2.0,1.0,8.0,214.0,,,,,,,,,,,,,
180,3.0,2.0,2.0,8.0,306.0,,,,,,,,,,,,,
181,,,,,,23.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0571
184,,,,,,,,,,,,,,,,4.0,1.0,0.055
186,2.0,2.0,-1.0,8.0,812.0,,,,,,,,,,,,,
187,3.0,2.0,2.0,8.0,214.0,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,3.0,1.0,0.0833
190,,,,,,,,,,,,,,,,1.0,0.0,0.0
191,1.0,2.0,2.0,8.0,403.0,,,,,,,,,,,2.0,0.0,0.0
193,,,,,,,,,,,,,,,,2.0,0.0,0.0
194,,,,,,15.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0164
195,,,,,,12.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
204,,,,,,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
205,,,,,,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0309
206,2.0,1.0,1.0,8.0,812.0,148.0,10.0,5.0,0.0,2.0,371.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
208,,,,,,,,,,,,,,,,2.0,1.0,0.1111
211,,,,,,3194.0,192.0,101.0,23.0,40.0,8474.0,0.119791666667,0.00720100187852,0.00271418456455,0.575,4.0,1.0,0.0302
212,,,,,,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
214,,,,,,,,,,,,,,,,1.0,0.0,0.0
218,,,,,,,,,,,,,,,,1.0,0.0,0.0
223,,,,,,17.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1429
224,,,,,,,,,,,,,,,,4.0,1.0,0.0492
226,3.0,-1.0,-1.0,8.0,214.0,,,,,,,,,,,,,
227,,,,,,16.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,,,
228,,,,,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,
230,1.0,2.0,1.0,8.0,658.0,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,3.0,1.0,0.0526
238,,,,,,,,,,,,,,,,2.0,0.0,0.0
239,2.0,1.0,2.0,8.0,101.0,,,,,,,,,,,,,
243,,,,,,23.0,1.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
244,,,,,,48.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,4.0,1.0,0.043
245,,,,,,,,,,,,,,,,4.0,1.0,0.0311
246,,,,,,,,,,,,,,,,2.0,0.0,0.0
251,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
257,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,3.0,1.0,0.0714
259,,,,,,,,,,,,,,,,3.0,0.0,0.0
260,,,,,,8.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,,,
262,,,,,,,,,,,,,,,,4.0,1.0,0.0309
264,,,,,,13.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
265,,,,,,,,,,,,,,,,4.0,0.0,0.0
268,,,,,,,,,,,,,,,,3.0,0.0,0.0
269,,,,,,,,,,,,,,,,1.0,0.0,0.0
271,,,,,,,,,,,,,,,,1.0,1.0,1.0
272,,,,,,,,,,,,,,,,2.0,0.0,0.0
275,,,,,,303.0,13.0,4.0,1.0,5.0,730.0,0.0769230769231,0.003300330033,0.0013698630137,0.2,3.0,1.0,0.0222
276,3.0,1.0,2.0,8.0,306.0,3345.0,110.0,45.0,6.0,19.0,8968.0,0.0545454545455,0.00179372197309,0.000669045495094,0.315789473684,3.0,1.0,0.0294
279,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
281,3.0,1.0,1.0,8.0,214.0,2591.0,77.0,25.0,18.0,28.0,6374.0,0.233766233766,0.00694712466229,0.00282397238783,0.642857142857,4.0,0.0,0.0
285,3.0,2.0,1.0,8.0,214.0,233.0,8.0,6.0,1.0,2.0,633.0,0.125,0.00429184549356,0.00157977883096,0.5,2.0,1.0,0.1429
287,1.0,2.0,2.0,8.0,545.0,,,,,,,,,,,,,
288,-1.0,-1.0,1.0,8.0,70.0,,,,,,,,,,,,,
289,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,2.0,0.0,0.0
293,,,,,,,,,,,,,,,,1.0,0.0,0.0
296,,,,,,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
297,,,,,,,,,,,,,,,,4.0,0.0,0.0
299,,,,,,59.0,8.0,3.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,,,
300,,,,,,,,,,,,,,,,1.0,0.0,0.0
301,,,,,,69.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
302,,,,,,,,,,,,,,,,4.0,0.0,0.0
307,,,,,,,,,,,,,,,,2.0,1.0,0.25
309,,,,,,40.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,,,
312,3.0,-1.0,2.0,8.0,214.0,317.0,2.0,1.0,0.0,12.0,797.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
313,-1.0,-1.0,1.0,8.0,622.0,,,,,,,,,,,,,
315,2.0,2.0,1.0,8.0,812.0,110.0,8.0,3.0,0.0,1.0,323.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
316,,,,,,,,,,,,,,,,2.0,1.0,0.5
320,,,,,,,,,,,,,,,,1.0,0.0,0.0
321,,,,,,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,
325,1.0,-1.0,1.0,8.0,800.0,,,,,,,,,,,,,
326,1.0,1.0,1.0,8.0,545.0,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,4.0,1.0,0.0552
329,,,,,,59.0,1.0,1.0,0.0,1.0,158.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0588
331,2.0,-1.0,-1.0,8.0,623.0,,,,,,,,,,,,,
335,2.0,2.0,2.0,8.0,635.0,,,,,,,,,,,,,
336,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,2.0,0.0,0.0
340,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
342,,,,,,214.0,10.0,4.0,0.0,2.0,591.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0258
344,,,,,,,,,,,,,,,,1.0,0.0,0.0
349,3.0,1.0,1.0,8.0,489.0,,,,,,,,,,,3.0,0.0,0.0
351,,,,,,3.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,
360,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,2.0,1.0,0.3333
363,,,,,,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,
369,3.0,1.0,1.0,8.0,214.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
372,,,,,,4.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0556
373,,,,,,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
375,,,,,,,,,,,,,,,,2.0,0.0,0.0
376,,,,,,95.0,1.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
377,,,,,,,,,,,,,,,,3.0,1.0,0.1304
378,,,,,,323.0,24.0,8.0,0.0,8.0,1052.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0677
380,,,,,,19.0,1.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0588
382,,,,,,,,,,,,,,,,1.0,0.0,0.0
383,,,,,,,,,,,,,,,,2.0,1.0,0.25
384,,,,,,444.0,15.0,12.0,0.0,4.0,1131.0,0.0,0.0,0.0,0.0,3.0,1.0,0.037
387,,,,,,,,,,,,,,,,3.0,1.0,0.0556
389,,,,,,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0909
392,,,,,,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0683
393,,,,,,13.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,
395,,,,,,,,,,,,,,,,2.0,0.0,0.0
396,,,,,,25.0,2.0,1.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0278
397,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,1.0,0.0,0.0
401,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
402,,,,,,165.0,8.0,1.0,0.0,3.0,413.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
403,,,,,,11.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0455
405,,,,,,,,,,,,,,,,4.0,1.0,0.0636
407,1.0,2.0,2.0,8.0,800.0,,,,,,,,,,,,,
408,2.0,1.0,2.0,8.0,674.0,,,,,,,,,,,4.0,1.0,0.0513
411,,,,,,,,,,,,,,,,2.0,0.0,0.0
413,3.0,1.0,1.0,8.0,489.0,,,,,,,,,,,,,
414,3.0,-1.0,2.0,8.0,489.0,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,3.0,1.0,0.0323
421,,,,,,67.0,3.0,2.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0385
423,,,,,,,,,,,,,,,,4.0,1.0,0.0305
424,,,,,,,,,,,,,,,,3.0,1.0,0.0714
425,,,,,,,,,,,,,,,,4.0,1.0,0.0252
428,,,,,,44.0,3.0,1.0,1.0,1.0,117.0,0.333333333333,0.0227272727273,0.00854700854701,1.0,4.0,0.0,0.0
432,,,,,,,,,,,,,,,,4.0,1.0,0.0097
436,,,,,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
437,,,,,,339.0,20.0,11.0,1.0,4.0,880.0,0.05,0.00294985250737,0.00113636363636,0.25,3.0,1.0,0.0714
439,,,,,,,,,,,,,,,,2.0,1.0,0.1667
442,3.0,1.0,1.0,8.0,214.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0191
444,,,,,,,,,,,,,,,,3.0,1.0,0.069
448,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,4.0,1.0,0.0563
451,,,,,,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,0.027
453,3.0,1.0,1.0,8.0,214.0,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,3.0,1.0,0.0625
457,,,,,,7.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
462,1.0,-1.0,2.0,8.0,545.0,,,,,,,,,,,,,
464,-1.0,1.0,1.0,8.0,318.0,,,,,,,,,,,,,
465,,,,,,42.0,2.0,1.0,0.0,1.0,102.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1261
468,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,,,
469,1.0,1.0,2.0,8.0,800.0,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,4.0,1.0,0.009
474,3.0,2.0,1.0,8.0,214.0,,,,,,,,,,,,,
476,,,,,,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
478,,,,,,,,,,,,,,,,1.0,0.0,0.0
480,,,,,,33.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
481,3.0,2.0,-1.0,8.0,214.0,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,3.0,0.0,0.0
485,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,,,
487,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
489,,,,,,242.0,14.0,7.0,1.0,2.0,682.0,0.0714285714286,0.00413223140496,0.00146627565982,0.5,2.0,0.0,0.0
491,,,,,,,,,,,,,,,,2.0,0.0,0.0
492,,,,,,,,,,,,,,,,4.0,1.0,0.022
495,,,,,,,,,,,,,,,,1.0,0.0,0.0
496,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
497,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
499,3.0,1.0,2.0,8.0,214.0,1719.0,30.0,16.0,1.0,18.0,4306.0,0.0333333333333,0.000581733566027,0.000232234091965,0.0555555555556,3.0,1.0,0.0417
502,-1.0,-1.0,1.0,8.0,622.0,24.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
503,,,,,,,,,,,,,,,,2.0,0.0,0.0
504,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
509,,,,,,,,,,,,,,,,2.0,0.0,0.0
512,,,,,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
514,,,,,,,,,,,,,,,,3.0,0.0,0.0
515,,,,,,,,,,,,,,,,3.0,0.0,0.0
516,2.0,1.0,2.0,8.0,623.0,,,,,,,,,,,,,
518,3.0,-1.0,-1.0,8.0,214.0,,,,,,,,,,,,,
519,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
524,,,,,,11.0,0.0,0.0,5.0,0.0,24.0,1.0,0.454545454545,0.208333333333,1.0,4.0,1.0,0.0062
529,,,,,,,,,,,,,,,,3.0,1.0,0.0741
532,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
534,3.0,-1.0,2.0,8.0,489.0,,,,,,,,,,,,,
535,1.0,1.0,2.0,8.0,800.0,,,,,,,,,,,,,
537,,,,,,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2222
545,,,,,,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,
546,,,,,,,,,,,,,,,,1.0,0.0,0.0
548,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
549,2.0,1.0,2.0,8.0,812.0,,,,,,,,,,,,,
552,,,,,,314.0,7.0,7.0,0.0,1.0,837.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111
554,,,,,,,,,,,,,,,,2.0,1.0,0.1
555,,,,,,,,,,,,,,,,2.0,1.0,0.3333
556,,,,,,,,,,,,,,,,2.0,0.0,0.0
557,,,,,,,,,,,,,,,,3.0,0.0,0.0
559,,,,,,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0166
561,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
562,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0388
568,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
569,,,,,,,,,,,,,,,,2.0,0.0,0.0
572,,,,,,,,,,,,,,,,1.0,0.0,0.0
577,,,,,,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
579,,,,,,12.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
583,,,,,,46.0,2.0,1.0,0.0,1.0,129.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0732
586,,,,,,33.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0714
587,1.0,1.0,1.0,8.0,403.0,,,,,,,,,,,4.0,1.0,0.0274
588,1.0,1.0,2.0,8.0,800.0,,,,,,,,,,,,,
589,,,,,,25.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,,,
591,,,,,,,,,,,,,,,,3.0,1.0,0.2308
593,,,,,,21.0,0.0,1.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
597,,,,,,,,,,,,,,,,4.0,1.0,0.125
598,-1.0,-1.0,-1.0,8.0,857.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.086
600,,,,,,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
603,,,,,,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,
609,,,,,,12.0,1.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
610,,,,,,,,,,,,,,,,2.0,1.0,0.1667
616,,,,,,229.0,1.0,1.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,,,
619,,,,,,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,
621,1.0,2.0,2.0,8.0,30.0,,,,,,,,,,,,,
622,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
630,,,,,,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
632,,,,,,,,,,,,,,,,3.0,1.0,0.0833
634,1.0,1.0,1.0,8.0,403.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0697
635,3.0,1.0,-1.0,8.0,306.0,,,,,,,,,,,3.0,0.0,0.0
636,,,,,,,,,,,,,,,,1.0,0.0,0.0
637,3.0,1.0,2.0,8.0,214.0,,,,,,,,,,,,,
638,1.0,1.0,2.0,8.0,403.0,53.0,2.0,4.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,3.0,1.0,0.15
642,,,,,,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
643,3.0,1.0,-1.0,8.0,214.0,,,,,,,,,,,4.0,1.0,0.0256
646,,,,,,7799.0,601.0,236.0,115.0,93.0,19480.0,0.191347753744,0.0147454801898,0.00590349075975,1.0,4.0,1.0,0.0311
647,,,,,,7.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
649,3.0,1.0,2.0,8.0,489.0,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,1.0,0.0,0.0
654,,,,,,14.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
655,2.0,1.0,2.0,8.0,635.0,,,,,,,,,,,,,
657,2.0,-1.0,-1.0,8.0,124.0,,,,,,,,,,,,,
661,1.0,1.0,2.0,8.0,658.0,512.0,30.0,11.0,0.0,7.0,1506.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
663,,,,,,61.0,5.0,2.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1429
666,,,,,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,
667,3.0,2.0,-1.0,8.0,489.0,,,,,,,,,,,,,
669,,,,,,63.0,3.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1667
676,,,,,,9.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,,
677,3.0,1.0,1.0,8.0,214.0,423.0,31.0,13.0,1.0,4.0,1177.0,0.0322580645161,0.00236406619385,0.000849617672048,0.25,2.0,0.0,0.0
679,3.0,2.0,1.0,8.0,214.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.125
680,3.0,-1.0,2.0,8.0,214.0,,,,,,,,,,,,,
685,,,,,,153.0,2.0,1.0,1.0,5.0,339.0,0.5,0.00653594771242,0.00294985250737,0.2,4.0,1.0,0.0043
688,,,,,,7.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
689,1.0,1.0,-1.0,8.0,658.0,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,2.0,0.0,0.0
692,3.0,1.0,2.0,8.0,214.0,197.0,9.0,5.0,0.0,1.0,591.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1111
693,3.0,1.0,1.0,8.0,306.0,,,,,,,,,,,,,
694,,,,,,30.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,,,
698,,,,,,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0452
