user_id,sku_id,time,type,count,date_diff,date
200419,54934,2016-03-05 21:09:00,4,1,35,2016-03-05
200423,65700,2016-04-08 15:53:00,4,1,69,2016-04-08
200429,90456,2016-02-26 20:17:00,4,1,27,2016-02-26
200430,126906,2016-03-14 14:57:00,4,1,44,2016-03-14
200444,126146,2016-03-22 22:24:00,4,1,52,2016-03-22
200445,131300,2016-02-23 20:54:00,4,1,24,2016-02-23
200452,19553,2016-02-26 22:45:00,4,1,27,2016-02-26
200453,58246,2016-03-20 10:26:00,4,1,50,2016-03-20
200455,77837,2016-03-14 18:48:00,4,1,44,2016-03-14
200456,135272,2016-04-14 00:04:00,4,1,74,2016-04-13
200469,154270,2016-03-31 09:29:00,4,1,61,2016-03-31
200475,109690,2016-02-15 13:28:00,4,1,16,2016-02-15
200478,116820,2016-03-14 23:23:00,4,1,44,2016-03-14
200480,81802,2016-03-23 17:47:00,4,1,53,2016-03-23
200481,56183,2016-04-03 10:58:00,4,1,64,2016-04-03
200482,142140,2016-04-08 15:43:00,4,1,69,2016-04-08
200488,116489,2016-04-12 15:41:00,4,1,73,2016-04-12
200492,81515,2016-03-07 14:32:00,4,1,37,2016-03-07
200496,150879,2016-04-08 19:35:00,4,1,69,2016-04-08
200507,70936,2016-03-16 20:18:00,4,1,46,2016-03-16
200512,22962,2016-04-14 08:36:00,4,1,75,2016-04-14
200514,57018,2016-03-06 13:22:00,4,1,36,2016-03-06
200519,129598,2016-02-17 18:21:00,4,1,18,2016-02-17
200553,154636,2016-03-26 13:03:00,4,1,56,2016-03-26
200568,117882,2016-04-13 20:08:00,4,1,74,2016-04-13
200575,36638,2016-03-31 13:36:00,4,1,61,2016-03-31
200583,123773,2016-03-17 08:35:00,4,1,47,2016-03-17
200592,147796,2016-03-11 00:45:00,4,1,40,2016-03-10
200599,92909,2016-04-01 14:28:00,4,1,62,2016-04-01
200613,107012,2016-03-08 13:37:00,4,1,38,2016-03-08
200614,9702,2016-02-25 11:42:00,4,1,26,2016-02-25
200630,99106,2016-03-10 23:34:00,4,1,40,2016-03-10
200639,2677,2016-02-22 07:36:00,4,1,23,2016-02-22
200650,10768,2016-03-01 20:53:00,4,1,31,2016-03-01
200652,145895,2016-03-27 15:02:00,4,1,57,2016-03-27
200672,15661,2016-04-06 10:20:00,4,1,67,2016-04-06
200677,103885,2016-03-01 09:47:00,4,1,31,2016-03-01
200683,62863,2016-03-03 18:57:00,4,1,33,2016-03-03
200689,125460,2016-03-25 14:26:00,4,1,55,2016-03-25
200697,140029,2016-02-02 09:10:00,4,1,3,2016-02-02
200707,32465,2016-03-03 11:34:00,4,1,33,2016-03-03
200712,46990,2016-03-01 10:03:00,4,1,31,2016-03-01
200717,75877,2016-03-08 19:32:00,4,1,38,2016-03-08
200721,135272,2016-04-14 00:25:00,4,1,74,2016-04-13
200728,84544,2016-04-11 14:41:00,4,1,72,2016-04-11
200731,28276,2016-03-23 17:23:00,4,1,53,2016-03-23
200736,149641,2016-02-01 11:09:00,4,1,2,2016-02-01
200738,15259,2016-03-09 22:20:00,4,1,39,2016-03-09
200746,81462,2016-03-13 21:17:00,4,1,43,2016-03-13
200750,149223,2016-04-06 12:48:00,4,1,67,2016-04-06
200772,7418,2016-04-15 01:44:00,4,1,75,2016-04-14
200779,135272,2016-03-16 00:24:00,4,1,45,2016-03-15
200782,15547,2016-02-11 12:12:00,4,1,12,2016-02-11
200788,115215,2016-03-15 00:13:00,4,1,44,2016-03-14
200794,14433,2016-04-11 11:08:00,4,1,72,2016-04-11
200808,154636,2016-04-15 20:33:00,4,1,76,2016-04-15
200834,125699,2016-03-31 14:08:00,4,1,61,2016-03-31
200837,50061,2016-03-06 01:57:00,4,1,35,2016-03-05
200843,27582,2016-02-03 08:02:00,4,1,4,2016-02-03
200852,59580,2016-03-13 07:35:00,4,1,43,2016-03-13
200857,59256,2016-03-05 09:50:00,4,1,35,2016-03-05
200860,85780,2016-02-01 23:00:00,4,1,2,2016-02-01
200861,9702,2016-03-09 00:04:00,4,1,38,2016-03-08
200863,28276,2016-02-02 20:57:00,4,1,3,2016-02-02
200868,129598,2016-03-15 23:15:00,4,1,45,2016-03-15
200881,143527,2016-03-07 08:30:00,4,1,37,2016-03-07
200889,81515,2016-03-20 14:16:00,4,1,50,2016-03-20
200913,116820,2016-02-14 19:36:00,4,1,15,2016-02-14
200915,42988,2016-02-02 18:07:00,4,1,3,2016-02-02
200921,164252,2016-03-09 10:58:00,4,1,39,2016-03-09
200924,42959,2016-02-02 19:50:00,4,1,3,2016-02-02
200931,51307,2016-02-02 20:48:00,4,1,3,2016-02-02
200935,24810,2016-02-20 21:00:00,4,1,21,2016-02-20
200936,47895,2016-04-08 18:34:00,4,1,69,2016-04-08
200945,21147,2016-03-25 23:04:00,4,1,55,2016-03-25
200948,131210,2016-03-01 16:15:00,4,1,31,2016-03-01
200962,90646,2016-02-02 23:41:00,4,1,3,2016-02-02
200965,119697,2016-02-12 19:54:00,4,1,13,2016-02-12
200974,99425,2016-02-17 00:07:00,4,1,17,2016-02-16
200991,117210,2016-03-02 18:27:00,4,1,32,2016-03-02
200997,12994,2016-04-13 14:20:00,4,1,74,2016-04-13
201006,20719,2016-02-14 20:21:00,4,1,15,2016-02-14
201010,93180,2016-02-17 08:15:00,4,1,18,2016-02-17
201011,136526,2016-03-15 09:25:00,4,1,45,2016-03-15
201014,116845,2016-03-16 21:40:00,4,1,46,2016-03-16
201020,142477,2016-03-22 10:52:00,4,1,52,2016-03-22
201031,149641,2016-03-03 15:21:00,4,1,33,2016-03-03
201032,21147,2016-04-07 12:20:00,4,1,68,2016-04-07
201037,63006,2016-03-15 23:36:00,4,1,45,2016-03-15
201038,94652,2016-03-26 18:37:00,4,1,56,2016-03-26
201039,36638,2016-03-26 15:33:00,4,1,56,2016-03-26
201048,142140,2016-03-07 12:56:00,4,1,37,2016-03-07
201051,82824,2016-02-11 13:46:00,4,1,12,2016-02-11
201052,9069,2016-03-07 12:36:00,4,1,37,2016-03-07
201055,54357,2016-03-21 01:34:00,4,1,50,2016-03-20
201059,37578,2016-02-21 20:51:00,4,1,22,2016-02-21
201063,166354,2016-03-04 10:28:00,4,1,34,2016-03-04
201072,49246,2016-04-14 14:57:00,4,1,75,2016-04-14
201074,8210,2016-02-03 20:46:00,4,1,4,2016-02-03
201090,107012,2016-02-04 07:14:00,4,1,5,2016-02-04
201092,84389,2016-04-07 22:18:00,4,1,68,2016-04-07
201098,160600,2016-03-17 09:18:00,4,1,47,2016-03-17
201103,145895,2016-03-16 22:22:00,4,1,46,2016-03-16
201105,63006,2016-04-04 10:33:00,4,1,65,2016-04-04
201106,5503,2016-02-21 16:00:00,4,1,22,2016-02-21
201113,166345,2016-03-03 17:25:00,4,1,33,2016-03-03
201122,165190,2016-02-04 11:56:00,4,1,5,2016-02-04
201129,57018,2016-02-01 23:35:00,4,1,2,2016-02-01
201143,21457,2016-03-12 11:22:00,4,1,42,2016-03-12
201144,121665,2016-04-02 21:10:00,4,1,63,2016-04-02
201147,15740,2016-03-21 14:28:00,4,1,51,2016-03-21
201162,68767,2016-04-08 21:15:00,4,1,69,2016-04-08
201165,4285,2016-02-14 22:01:00,4,1,15,2016-02-14
201167,79616,2016-02-19 00:31:00,4,1,19,2016-02-18
201176,44854,2016-04-15 11:30:00,4,1,76,2016-04-15
201191,129855,2016-03-30 20:00:00,4,1,60,2016-03-30
201193,56550,2016-03-07 22:32:00,4,1,37,2016-03-07
201198,12974,2016-03-25 20:14:00,4,1,55,2016-03-25
201207,162108,2016-03-14 00:04:00,4,1,43,2016-03-13
201208,165190,2016-03-28 19:16:00,4,1,58,2016-03-28
201212,37957,2016-02-07 15:23:00,4,1,8,2016-02-07
201241,39695,2016-03-01 06:15:00,4,1,31,2016-03-01
201252,79520,2016-04-15 23:34:00,4,1,76,2016-04-15
201253,63371,2016-02-21 10:25:00,4,1,22,2016-02-21
201265,90402,2016-03-01 23:37:00,4,1,31,2016-03-01
201272,72967,2016-04-14 17:22:00,4,1,75,2016-04-14
201305,9702,2016-03-08 15:53:00,4,1,38,2016-03-08
201323,77745,2016-02-16 20:51:00,4,1,17,2016-02-16
201330,149641,2016-03-22 15:48:00,4,1,52,2016-03-22
201356,8832,2016-02-10 10:42:00,4,1,11,2016-02-10
201373,124894,2016-03-07 15:39:00,4,1,37,2016-03-07
201375,142140,2016-03-07 08:27:00,4,1,37,2016-03-07
201378,30971,2016-04-09 11:19:00,4,1,70,2016-04-09
201394,116489,2016-02-17 08:26:00,4,1,18,2016-02-17
201402,79636,2016-03-15 23:34:00,4,1,45,2016-03-15
201404,14739,2016-02-18 22:41:00,4,1,19,2016-02-18
201405,11640,2016-03-12 20:38:00,4,1,42,2016-03-12
201410,24371,2016-03-24 12:45:00,4,1,54,2016-03-24
201415,12564,2016-02-19 16:22:00,4,1,20,2016-02-19
201418,100684,2016-02-12 16:32:00,4,1,13,2016-02-12
201419,151327,2016-04-03 16:53:00,4,1,64,2016-04-03
201422,12564,2016-03-15 09:45:00,4,1,45,2016-03-15
201423,15781,2016-04-07 09:09:00,4,1,68,2016-04-07
201427,103114,2016-02-03 22:05:00,4,1,4,2016-02-03
201433,124894,2016-03-20 22:28:00,4,1,50,2016-03-20
201452,166876,2016-02-28 14:05:00,4,1,29,2016-02-28
201453,151327,2016-03-15 14:04:00,4,1,45,2016-03-15
201458,56797,2016-03-13 22:13:00,4,1,43,2016-03-13
201463,128988,2016-04-08 19:30:00,4,1,69,2016-04-08
201467,152028,2016-04-13 22:14:00,4,1,74,2016-04-13
201471,170626,2016-02-02 21:23:00,4,1,3,2016-02-02
201490,7818,2016-02-12 20:04:00,4,1,13,2016-02-12
201491,36307,2016-02-24 08:38:00,4,1,25,2016-02-24
201500,111017,2016-02-09 13:14:00,4,1,10,2016-02-09
201503,149641,2016-03-01 14:25:00,4,1,31,2016-03-01
201511,49758,2016-02-09 11:46:00,4,1,10,2016-02-09
201518,125188,2016-02-14 15:41:00,4,1,15,2016-02-14
201522,89802,2016-02-15 19:10:00,4,1,16,2016-02-15
201527,63846,2016-04-04 21:49:00,4,1,65,2016-04-04
201529,65520,2016-04-12 10:18:00,4,1,73,2016-04-12
201537,5503,2016-03-04 16:01:00,4,1,34,2016-03-04
201543,167923,2016-03-09 01:00:00,4,1,38,2016-03-08
201544,77571,2016-02-14 21:04:00,4,1,15,2016-02-14
201546,20719,2016-03-07 14:04:00,4,1,37,2016-03-07
201547,42988,2016-03-18 13:19:00,4,1,48,2016-03-18
201555,52343,2016-03-15 22:31:00,4,1,45,2016-03-15
201557,70839,2016-04-09 20:19:00,4,1,70,2016-04-09
201558,21147,2016-03-13 15:14:00,4,1,43,2016-03-13
201560,122341,2016-02-12 11:50:00,4,1,13,2016-02-12
201566,13931,2016-03-15 06:49:00,4,1,45,2016-03-15
201569,9702,2016-04-02 21:55:00,4,1,63,2016-04-02
201570,35464,2016-03-02 08:38:00,4,1,32,2016-03-02
201580,131300,2016-02-27 23:23:00,4,1,28,2016-02-27
201581,116510,2016-02-28 15:04:00,4,1,29,2016-02-28
201591,24371,2016-04-14 19:30:00,4,1,75,2016-04-14
201614,42959,2016-03-11 00:01:00,4,1,40,2016-03-10
201621,139586,2016-03-24 09:52:00,4,1,54,2016-03-24
201624,16141,2016-03-28 09:54:00,4,1,58,2016-03-28
201628,101181,2016-02-12 12:25:00,4,1,13,2016-02-12
201633,128988,2016-03-28 07:37:00,4,1,58,2016-03-28
201641,12272,2016-02-15 08:59:00,4,1,16,2016-02-15
201646,110697,2016-04-15 14:46:00,4,1,76,2016-04-15
201650,101181,2016-02-12 21:37:00,4,1,13,2016-02-12
201652,125987,2016-03-09 09:57:00,4,1,39,2016-03-09
201655,97025,2016-02-17 22:31:00,4,1,18,2016-02-17
201657,48895,2016-03-07 00:49:00,4,1,36,2016-03-06
201672,79520,2016-04-15 07:45:00,4,1,76,2016-04-15
201675,147573,2016-03-31 19:20:00,4,1,61,2016-03-31
201680,104300,2016-02-23 19:08:00,4,1,24,2016-02-23
201688,5505,2016-03-01 00:28:00,4,1,30,2016-02-29
201692,153698,2016-02-15 16:53:00,4,1,16,2016-02-15
201708,34330,2016-02-12 22:23:00,4,1,13,2016-02-12
201714,120498,2016-04-01 22:41:00,4,1,62,2016-04-01
201717,112301,2016-04-07 11:22:00,4,1,68,2016-04-07
201724,62080,2016-04-11 09:56:00,4,1,72,2016-04-11
201727,37916,2016-02-04 13:25:00,4,1,5,2016-02-04
201730,133005,2016-02-12 22:11:00,4,1,13,2016-02-12
201740,9702,2016-04-14 14:24:00,4,1,75,2016-04-14
201744,39695,2016-02-17 22:16:00,4,1,18,2016-02-17
201747,97007,2016-03-15 20:30:00,4,1,45,2016-03-15
201759,119879,2016-03-20 09:46:00,4,1,50,2016-03-20
201762,156696,2016-02-23 19:47:00,4,1,24,2016-02-23
201766,19253,2016-02-13 16:09:00,4,1,14,2016-02-13
201771,21147,2016-02-26 20:06:00,4,1,27,2016-02-26
201793,68767,2016-03-15 14:43:00,4,1,45,2016-03-15
201799,84409,2016-03-26 17:11:00,4,1,56,2016-03-26
201801,94482,2016-02-23 21:10:00,4,1,24,2016-02-23
201811,20330,2016-02-15 11:33:00,4,1,16,2016-02-15
201812,162344,2016-04-12 10:33:00,4,1,73,2016-04-12
201816,8788,2016-04-12 14:24:00,4,1,73,2016-04-12
201825,145990,2016-03-11 15:12:00,4,1,41,2016-03-11
201828,117955,2016-02-14 21:03:00,4,1,15,2016-02-14
201832,82600,2016-03-12 21:03:00,4,1,42,2016-03-12
201833,96340,2016-03-13 21:06:00,4,1,43,2016-03-13
201834,32796,2016-02-14 13:02:00,4,1,15,2016-02-14
201842,18412,2016-03-26 13:10:00,4,1,56,2016-03-26
201847,57018,2016-03-19 17:47:00,4,1,49,2016-03-19
201851,131300,2016-02-16 10:54:00,4,1,17,2016-02-16
201853,47193,2016-03-25 21:23:00,4,1,55,2016-03-25
201854,59175,2016-03-15 00:01:00,4,1,44,2016-03-14
201858,16579,2016-03-25 11:00:00,4,1,55,2016-03-25
201859,70123,2016-02-23 11:43:00,4,1,24,2016-02-23
201870,16141,2016-02-01 15:05:00,4,1,2,2016-02-01
201874,64160,2016-02-14 17:05:00,4,1,15,2016-02-14
201883,12564,2016-03-25 17:44:00,4,1,55,2016-03-25
201895,18412,2016-03-18 14:03:00,4,1,48,2016-03-18
201900,97025,2016-03-27 23:00:00,4,1,57,2016-03-27
201901,31662,2016-04-07 20:14:00,4,1,68,2016-04-07
201908,69209,2016-02-15 08:46:00,4,1,16,2016-02-15
201910,13334,2016-03-08 18:19:00,4,1,38,2016-03-08
201914,118090,2016-03-02 09:06:00,4,1,32,2016-03-02
201916,128567,2016-03-29 11:31:00,4,1,59,2016-03-29
201922,79520,2016-03-03 22:56:00,4,1,33,2016-03-03
201934,151327,2016-02-21 10:23:00,4,1,22,2016-02-21
201936,48091,2016-02-15 08:49:00,4,1,16,2016-02-15
201940,17660,2016-03-10 08:52:00,4,1,40,2016-03-10
201943,34648,2016-03-14 08:39:00,4,1,44,2016-03-14
201944,160476,2016-03-15 11:47:00,4,1,45,2016-03-15
201946,144549,2016-03-23 21:03:00,4,1,53,2016-03-23
201964,126144,2016-03-07 07:26:00,4,1,37,2016-03-07
201970,57018,2016-02-16 12:01:00,4,1,17,2016-02-16
201975,78508,2016-02-15 20:20:00,4,1,16,2016-02-15
201981,7295,2016-04-03 09:43:00,4,1,64,2016-04-03
201992,65488,2016-03-07 00:01:00,4,1,36,2016-03-06
201997,108096,2016-02-16 17:45:00,4,1,17,2016-02-16
201998,97025,2016-02-26 22:41:00,4,1,27,2016-02-26
202004,43405,2016-04-03 10:55:00,4,1,64,2016-04-03
202008,18412,2016-03-25 12:32:00,4,1,55,2016-03-25
202009,154636,2016-04-02 11:49:00,4,1,63,2016-04-02
202018,72123,2016-02-02 19:21:00,4,1,3,2016-02-02
202024,154636,2016-04-02 21:02:00,4,1,63,2016-04-02
202043,125372,2016-02-17 20:44:00,4,1,18,2016-02-17
202046,1203,2016-02-19 11:57:00,4,1,20,2016-02-19
202049,7888,2016-03-06 15:29:00,4,1,36,2016-03-06
202052,171088,2016-03-15 00:45:00,4,1,44,2016-03-14
202055,2148,2016-03-02 19:13:00,4,1,32,2016-03-02
202077,57018,2016-04-15 16:01:00,4,1,76,2016-04-15
202079,21147,2016-02-26 17:16:00,4,1,27,2016-02-26
202086,131300,2016-02-28 20:44:00,4,1,29,2016-02-28
202087,164544,2016-02-16 19:41:00,4,1,17,2016-02-16
202091,63006,2016-03-25 13:00:00,4,1,55,2016-03-25
202101,58789,2016-03-31 08:26:00,4,1,61,2016-03-31
202109,17470,2016-02-19 11:28:00,4,1,20,2016-02-19
202113,99425,2016-03-14 09:37:00,4,1,44,2016-03-14
202123,69209,2016-02-27 15:26:00,4,1,28,2016-02-27
202144,28276,2016-02-17 16:04:00,4,1,18,2016-02-17
202146,8875,2016-04-02 17:21:00,4,1,63,2016-04-02
202147,110086,2016-04-09 21:20:00,4,1,70,2016-04-09
202150,88764,2016-02-17 13:55:00,4,1,18,2016-02-17
202155,167087,2016-03-25 07:27:00,4,1,55,2016-03-25
202175,154636,2016-03-14 20:37:00,4,1,44,2016-03-14
202177,22140,2016-02-17 16:15:00,4,1,18,2016-02-17
202178,75877,2016-02-22 13:02:00,4,1,23,2016-02-22
202182,68767,2016-02-23 12:24:00,4,1,24,2016-02-23
202185,151327,2016-02-22 23:13:00,4,1,23,2016-02-22
202194,56792,2016-03-10 22:04:00,4,1,40,2016-03-10
202198,110899,2016-03-04 19:30:00,4,1,34,2016-03-04
202204,63310,2016-02-17 20:28:00,4,1,18,2016-02-17
202205,119111,2016-03-05 18:37:00,4,1,35,2016-03-05
202208,22962,2016-02-02 11:47:00,4,1,3,2016-02-02
202210,54357,2016-02-26 14:13:00,4,1,27,2016-02-26
202215,24371,2016-04-14 18:49:00,4,1,75,2016-04-14
202223,38222,2016-03-07 16:36:00,4,1,37,2016-03-07
202225,60591,2016-04-06 13:06:00,4,1,67,2016-04-06
202230,42199,2016-03-25 16:24:00,4,1,55,2016-03-25
202235,32529,2016-03-06 21:50:00,4,1,36,2016-03-06
202250,40336,2016-03-08 06:12:00,4,1,38,2016-03-08
202266,135272,2016-02-18 09:35:00,4,1,19,2016-02-18
202271,141243,2016-03-07 14:32:00,4,1,37,2016-03-07
202272,51460,2016-02-29 00:13:00,4,1,29,2016-02-28
202276,69209,2016-04-10 13:08:00,4,1,71,2016-04-10
202277,275,2016-03-21 09:46:00,4,1,51,2016-03-21
202284,69707,2016-04-14 14:17:00,4,1,75,2016-04-14
202293,32465,2016-03-20 22:29:00,4,1,50,2016-03-20
202309,84389,2016-03-03 16:36:00,4,1,33,2016-03-03
202326,63006,2016-04-14 21:31:00,4,1,75,2016-04-14
202327,108858,2016-03-07 15:48:00,4,1,37,2016-03-07
202333,20869,2016-03-13 00:02:00,4,1,42,2016-03-12
202342,7196,2016-02-18 19:59:00,4,1,19,2016-02-18
202345,3067,2016-02-10 12:18:00,4,1,11,2016-02-10
202351,160537,2016-04-06 20:29:00,4,1,67,2016-04-06
202356,68767,2016-04-08 19:29:00,4,1,69,2016-04-08
202357,79616,2016-03-01 12:09:00,4,1,31,2016-03-01
202363,22140,2016-03-16 22:45:00,4,1,46,2016-03-16
202367,107012,2016-04-08 16:50:00,4,1,69,2016-04-08
202373,56550,2016-02-09 21:29:00,4,1,10,2016-02-09
202377,60419,2016-02-21 18:29:00,4,1,22,2016-02-21
202378,15259,2016-03-01 09:18:00,4,1,31,2016-03-01
202386,10187,2016-02-19 15:31:00,4,1,20,2016-02-19
202389,134817,2016-03-12 11:50:00,4,1,42,2016-03-12
202394,42988,2016-03-03 12:54:00,4,1,33,2016-03-03
202395,108618,2016-02-19 13:02:00,4,1,20,2016-02-19
202405,5916,2016-02-19 13:16:00,4,1,20,2016-02-19
202409,109728,2016-03-21 00:04:00,4,1,50,2016-03-20
202418,32465,2016-02-19 21:18:00,4,1,20,2016-02-19
202419,139119,2016-03-29 12:50:00,4,1,59,2016-03-29
202428,35464,2016-03-16 15:50:00,4,1,46,2016-03-16
202429,63231,2016-03-25 19:20:00,4,1,55,2016-03-25
202434,19213,2016-03-01 23:14:00,4,1,31,2016-03-01
202439,164147,2016-03-04 10:30:00,4,1,34,2016-03-04
202444,90456,2016-03-07 21:41:00,4,1,37,2016-03-07
202445,59175,2016-04-08 21:08:00,4,1,69,2016-04-08
202475,86242,2016-02-04 11:53:00,4,1,5,2016-02-04
202484,139998,2016-03-07 14:34:00,4,1,37,2016-03-07
202490,54357,2016-03-10 14:30:00,4,1,40,2016-03-10
202501,168651,2016-04-09 08:14:00,4,1,70,2016-04-09
202504,65520,2016-03-15 07:09:00,4,1,45,2016-03-15
202506,59259,2016-03-25 09:38:00,4,1,55,2016-03-25
202507,1468,2016-03-02 15:08:00,4,1,32,2016-03-02
202508,45813,2016-04-15 22:15:00,4,1,76,2016-04-15
202510,128988,2016-04-07 11:54:00,4,1,68,2016-04-07
202519,27537,2016-04-15 18:30:00,4,1,76,2016-04-15
202528,154636,2016-02-20 21:22:00,4,1,21,2016-02-20
202529,3067,2016-03-15 13:45:00,4,1,45,2016-03-15
202532,60870,2016-02-20 17:01:00,4,1,21,2016-02-20
202544,2100,2016-02-24 09:01:00,4,1,25,2016-02-24
202550,42988,2016-03-22 15:53:00,4,1,52,2016-03-22
202551,68654,2016-02-19 20:49:00,4,1,20,2016-02-19
202555,31662,2016-03-20 20:16:00,4,1,50,2016-03-20
202558,70491,2016-04-05 16:33:00,4,1,66,2016-04-05
202562,48895,2016-04-03 13:33:00,4,1,64,2016-04-03
202563,111778,2016-04-01 17:10:00,4,1,62,2016-04-01
202569,156484,2016-03-11 19:30:00,4,1,41,2016-03-11
202570,109781,2016-03-12 15:24:00,4,1,42,2016-03-12
202571,15987,2016-02-22 02:41:00,4,1,22,2016-02-21
202572,130948,2016-04-14 03:59:00,4,1,74,2016-04-13
202575,54357,2016-02-21 01:02:00,4,1,21,2016-02-20
202577,37957,2016-02-21 02:57:00,4,1,21,2016-02-20
202587,121196,2016-02-29 11:14:00,4,1,30,2016-02-29
202594,161397,2016-02-22 00:19:00,4,1,22,2016-02-21
202600,13334,2016-03-15 09:43:00,4,1,45,2016-03-15
202601,14163,2016-03-07 02:19:00,4,1,36,2016-03-06
202615,44854,2016-02-22 12:41:00,4,1,23,2016-02-22
202625,54357,2016-03-21 07:24:00,4,1,51,2016-03-21
202627,65914,2016-04-07 10:44:00,4,1,68,2016-04-07
202629,37427,2016-04-01 14:20:00,4,1,62,2016-04-01
202632,103132,2016-02-23 17:07:00,4,1,24,2016-02-23
202634,126146,2016-03-15 00:01:00,4,1,44,2016-03-14
202642,72967,2016-02-23 23:02:00,4,1,24,2016-02-23
202644,32465,2016-03-13 20:58:00,4,1,43,2016-03-13
202645,121204,2016-02-22 07:01:00,4,1,23,2016-02-22
202647,119111,2016-02-28 18:05:00,4,1,29,2016-02-28
202663,155389,2016-04-09 09:35:00,4,1,70,2016-04-09
202684,109349,2016-03-04 09:55:00,4,1,34,2016-03-04
202688,45656,2016-03-01 00:48:00,4,1,30,2016-02-29
202692,81330,2016-03-01 00:39:00,4,1,30,2016-02-29
